"chl","distance","no3","o2","phyc","po4","si","so","thetao"
0.0955210328102112,664,0.00252333167009056,202.747055053711,1.2227668762207,0.040250550955534,1.55308306217194,34.5566635131836,28.0756416320801
0.260998457670212,99,0.194725871086121,209.024063110352,1.5545163154602,0.0146892238408327,3.72248530387878,33.5974197387695,26.2002601623535
0.0907761976122856,560,0.00168097112327814,201.131393432617,1.19231986999512,0.0622070133686066,1.59756028652191,34.4451217651367,28.6516532897949
0.213505953550339,60,2.57075810432434,212.44221496582,1.55380392074585,0.000609862559940666,7.80789279937744,32.0789833068848,25.5740623474121
1.5564386844635,17,0.711422324180603,307.128326416016,8.20870208740234,0.0954449772834778,17.238094329834,20.5792446136475,12.7793788909912
0.299678146839142,166,2.74380874633789,249.058578491211,1.65630745887756,0.0409324951469898,9.05217361450195,31.3031177520752,16.9456157684326
0.146929815411568,146,0.0339863002300262,212.081558227539,1.32975101470947,0.0164983589202166,1.40696978569031,34.6586875915527,25.8635120391846
0.157449513673782,60,0.0310039073228836,211.231079101562,1.33578014373779,0.017315810546279,1.48960363864899,34.6267356872559,26.3166751861572
0.141755521297455,4,0.0135786784812808,204.099349975586,1.34939026832581,0.0379040874540806,1.69579827785492,34.502555847168,27.5018100738525
0.105013318359852,214,0.00528129190206528,208.586608886719,1.2499326467514,0.0107380701228976,1.47311735153198,34.6736259460449,26.5652847290039
0.10895774513483,249,0.00443252082914114,203.40934753418,1.26414597034454,0.0326125249266624,1.60573589801788,34.5204963684082,27.7706260681152
0.0885425806045532,584,0.00145380548201501,200.484268188477,1.17762815952301,0.0702341794967651,1.62383592128754,34.3614044189453,28.8385429382324
0.0938072726130486,355,0.0021110053639859,201.223663330078,1.2262476682663,0.0528149344027042,1.59517776966095,34.4349784851074,28.5633869171143
0.309309095144272,73,0.155111044645309,205.885116577148,1.62273550033569,0.0562951453030109,2.27804207801819,34.0681648254395,25.5472354888916
0.708581507205963,38,1.91747784614563,298.662139892578,4.32933330535889,0.00497130816802382,14.3671283721924,23.4172840118408,12.7923316955566
0.856020927429199,71,5.10459232330322,241.115478515625,3.86100077629089,0.0085364356637001,8.87317943572998,30.4529247283936,18.6007862091064
0.0941643640398979,360,0.0469404570758343,204.778121948242,1.29540884494781,0.00319394585676491,5.19035148620605,33.5544776916504,27.7998466491699
0.0958767160773277,527,0.00238707475364208,202.260131835938,1.23301708698273,0.0449353903532028,1.56627357006073,34.5053176879883,28.2563762664795
0.279547244310379,3,0.484336316585541,208.563079833984,1.93629598617554,0.00300391926430166,8.07250308990479,33.134105682373,27.0277671813965
0.239421799778938,25,3.22167444229126,213.095947265625,1.62092220783234,0.00144217442721128,11.3213806152344,32.4169120788574,25.4464797973633
0.0907666832208633,591,0.00166342360898852,201.160675048828,1.19138491153717,0.0623373687267303,1.5966055393219,34.4504051208496,28.6509246826172
0.320879131555557,0,4.51255464553833,213.76399230957,2.19225335121155,0.00106318586040288,9.90355110168457,31.5117626190186,25.2522449493408
0.331932872533798,11,0.697719156742096,216.446044921875,1.53760659694672,0.0814497396349907,2.43759179115295,34.0712890625,22.520299911499
0.225506111979485,74,0.145766198635101,211.434982299805,1.34710586071014,0.0430828742682934,1.68480932712555,34.5306167602539,25.048770904541
0.3027164041996,92,0.205198526382446,211.008697509766,1.67684483528137,0.00701209018006921,3.84364056587219,33.5103912353516,26.129430770874
0.133327320218086,19,0.00924023240804672,202.608642578125,1.35737025737762,0.045303463935852,1.66318511962891,34.4906005859375,27.7852268218994
0.831430077552795,28,8.93753147125244,245.161834716797,3.98436093330383,0.00387590588070452,16.3997936248779,29.9114856719971,19.3380603790283
0.216388702392578,17,0.178878739476204,214.153060913086,1.38152384757996,0.0350930951535702,1.51618480682373,34.5598258972168,24.9671974182129
