species,lon,lat
Am.languida,122.5967758,37.34162861
Am.languida,122.7125861,37.38962694
Am.languida,122.6603755,36.84493488
Am.languida,122.542777,36.75475641
Am.languida,114.56,22.59
Am.languida,122.007495,35.98824
Am.languida,122.504983,35.974092
Am.languida,123.825137,36.999143
Am.languida,121.7074492,29.03246431
Am.languida,123.28,30.0001
Am.languida,124.499,28.421
