Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Test samples,Test gain,Test AUC,AUC Standard Deviation,#Background points,chl contribution,distance contribution,no3 contribution,o2 contribution,phyc contribution,po4 contribution,si contribution,so contribution,thetao contribution,chl permutation importance,distance permutation importance,no3 permutation importance,o2 permutation importance,phyc permutation importance,po4 permutation importance,si permutation importance,so permutation importance,thetao permutation importance,Training gain without chl,Training gain without distance,Training gain without no3,Training gain without o2,Training gain without phyc,Training gain without po4,Training gain without si,Training gain without so,Training gain without thetao,Training gain with only chl,Training gain with only distance,Training gain with only no3,Training gain with only o2,Training gain with only phyc,Training gain with only po4,Training gain with only si,Training gain with only so,Training gain with only thetao,Test gain without chl,Test gain without distance,Test gain without no3,Test gain without o2,Test gain without phyc,Test gain without po4,Test gain without si,Test gain without so,Test gain without thetao,Test gain with only chl,Test gain with only distance,Test gain with only no3,Test gain with only o2,Test gain with only phyc,Test gain with only po4,Test gain with only si,Test gain with only so,Test gain with only thetao,AUC without chl,AUC without distance,AUC without no3,AUC without o2,AUC without phyc,AUC without po4,AUC without si,AUC without so,AUC without thetao,AUC with only chl,AUC with only distance,AUC with only no3,AUC with only o2,AUC with only phyc,AUC with only po4,AUC with only si,AUC with only so,AUC with only thetao,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Logistic threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 1 test omission,Fixed cumulative value 1 binomial probability,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Logistic threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 5 test omission,Fixed cumulative value 5 binomial probability,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Logistic threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Fixed cumulative value 10 test omission,Fixed cumulative value 10 binomial probability,Minimum training presence cumulative threshold,Minimum training presence Logistic threshold,Minimum training presence area,Minimum training presence training omission,Minimum training presence test omission,Minimum training presence binomial probability,10 percentile training presence cumulative threshold,10 percentile training presence Logistic threshold,10 percentile training presence area,10 percentile training presence training omission,10 percentile training presence test omission,10 percentile training presence binomial probability,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Logistic threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Equal training sensitivity and specificity test omission,Equal training sensitivity and specificity binomial probability,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Logistic threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,Maximum training sensitivity plus specificity test omission,Maximum training sensitivity plus specificity binomial probability,Equal test sensitivity and specificity cumulative threshold,Equal test sensitivity and specificity Logistic threshold,Equal test sensitivity and specificity area,Equal test sensitivity and specificity training omission,Equal test sensitivity and specificity test omission,Equal test sensitivity and specificity binomial probability,Maximum test sensitivity plus specificity cumulative threshold,Maximum test sensitivity plus specificity Logistic threshold,Maximum test sensitivity plus specificity area,Maximum test sensitivity plus specificity training omission,Maximum test sensitivity plus specificity test omission,Maximum test sensitivity plus specificity binomial probability,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Logistic threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission","Balance training omission, predicted area and threshold value test omission","Balance training omission, predicted area and threshold value binomial probability",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Logistic threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission,Equate entropy of thresholded and original distributions test omission,Equate entropy of thresholded and original distributions binomial probability
Az.dexteroporum,32,0.7312,1.1445,400,0.8866,10,0.9746,0.8657,0.0460,10032,2.9920,6.5768,15.3438,1.1979,0.2182,7.9394,44.7611,0.4435,20.5274,2.1550,0.1754,10.7702,36.5612,0.5263,10.8432,32.7111,5.6954,0.5622,0.7299,0.7180,0.7162,0.7109,0.7300,0.6788,0.6386,0.7201,0.7288,0.0988,0.1603,0.2626,0.1254,0.1103,0.0550,0.4714,0.3412,0.1732,0.9826,0.9183,0.9706,1.0061,0.9944,0.8468,0.7692,0.9908,0.9653,-0.2049,0.2196,0.1274,0.1887,-0.1851,0.0779,0.7045,0.3705,0.2103,0.8682,0.8625,0.8683,0.8688,0.8696,0.8412,0.8312,0.8685,0.8630,0.4920,0.6939,0.6230,0.6431,0.4482,0.5973,0.8198,0.7100,0.6269,8.4820,0.2360,1.0000,0.0342,0.7360,0.0000,0.0000,4.667E-2,5.0000,0.1565,0.5378,0.0000,0.0000,2.023E-3,10.0000,0.2276,0.4361,0.0312,0.1000,3.466E-3,9.8273,0.2251,0.4390,0.0000,0.1000,3.663E-3,25.8339,0.3753,0.2648,0.0938,0.1000,4.868E-5,33.9099,0.4280,0.2070,0.2188,0.1000,5.687E-6,25.8339,0.3753,0.2648,0.0938,0.1000,4.868E-5,36.7276,0.4468,0.1896,0.2500,0.2000,5.197E-5,36.7216,0.4467,0.1896,0.2500,0.1000,2.625E-6,5.4965,0.1642,0.5252,0.0000,0.0000,1.597E-3,7.5030,0.1952,0.4811,0.0000,0.1000,7.824E-3
