Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
7.38943E-4,96.305267763,0.78102744,0.00488437,0.84375,1
7.44496E-4,96.528091879,0.78230511,0.004585327,0.875,1
7.50147E-4,96.75260354,0.783590129,0.004286284,0.875,1
7.53856E-4,97.053731401,0.784425429,0.00388756,0.875,1
7.57869E-4,97.280410922,0.785321828,0.003588517,0.875,1
7.58737E-4,97.507872009,0.785514699,0.003289474,0.90625,1
7.64521E-4,97.812319607,0.786791471,0.00289075,0.90625,1
7.67862E-4,98.042126064,0.787521992,0.002591707,0.90625,1
7.71853E-4,98.272956891,0.788388136,0.002292663,0.90625,1
7.76075E-4,98.505635218,0.78929674,0.00199362,0.90625,1
7.80814E-4,98.817497738,0.790307543,0.001594896,0.9375,1
7.84179E-4,99.052249239,0.791019363,0.001295853,0.9375,1
7.85889E-4,99.287829856,0.791379122,0.00099681,0.9375,1
7.89315E-4,99.524248977,0.792096316,0.000697767,0.96875,1
7.91781E-4,99.761351063,0.792609611,0.000398724,0.96875,1
7.99811E-4,100,0.7942634,0.000099681,1,1
