Raw value,Corresponding cumulative value,Corresponding Logistic value,Fractional area,Training omission,Test omission
2.06596E-4,44.514540051,0.499302444,0.14742823,0.25,0.4
2.07974E-4,44.763451599,0.500963944,0.146232057,0.25,0.4
2.0875E-4,45.013540352,0.501895276,0.145035885,0.25,0.4
2.10002E-4,45.26495799,0.50338936,0.143839713,0.25,0.4
2.11353E-4,45.517767713,0.504992551,0.142643541,0.25,0.4
2.13073E-4,45.751453209,0.507018677,0.141547049,0.25,0.4
2.13765E-4,46.007535999,0.507829302,0.140350877,0.25,0.4
2.1517E-4,46.265256297,0.509466673,0.139154705,0.28125,0.4
2.16511E-4,46.502991557,0.511018832,0.138058214,0.28125,0.4
2.17843E-4,46.763725419,0.51255178,0.136862041,0.34375,0.4
2.19741E-4,47.0044163,0.514718535,0.13576555,0.34375,0.4
2.20626E-4,47.268628847,0.515722735,0.134569378,0.34375,0.4
2.21613E-4,47.511894471,0.516837317,0.133472887,0.34375,0.4
2.2245E-4,47.756171139,0.517779356,0.132376396,0.34375,0.4
2.24026E-4,48.001904776,0.519541455,0.131279904,0.375,0.4
2.24999E-4,48.271407113,0.520622791,0.130083732,0.375,0.4
2.26585E-4,48.519984972,0.522376341,0.128987241,0.375,0.4
2.2737E-4,48.769632914,0.523239062,0.12789075,0.375,0.4
2.28308E-4,49.020256833,0.524265022,0.126794258,0.375,0.4
2.29974E-4,49.272383302,0.526078689,0.125697767,0.375,0.4
2.31447E-4,49.503095509,0.52767018,0.124700957,0.375,0.4
2.32525E-4,49.758388055,0.528828409,0.123604466,0.375,0.4
2.33824E-4,50.015037261,0.530216195,0.122507974,0.375,0.4
2.35516E-4,50.273057068,0.532011332,0.121411483,0.375,0.4
2.36703E-4,50.509167536,0.53326282,0.120414673,0.375,0.5
2.38138E-4,50.770358755,0.53476723,0.119318182,0.375,0.5
2.39291E-4,51.009119349,0.535968441,0.118321372,0.375,0.5
2.40838E-4,51.273073619,0.537571237,0.11722488,0.375,0.5
2.41431E-4,51.514277574,0.538182301,0.11622807,0.40625,0.5
2.42302E-4,51.756339013,0.539077395,0.11523126,0.40625,0.5
2.44518E-4,52.024209226,0.541338103,0.114134769,0.40625,0.5
2.46507E-4,52.269910892,0.543348883,0.113137959,0.40625,0.5
2.4775E-4,52.517298865,0.544597108,0.112141148,0.40625,0.5
2.50017E-4,52.766279008,0.546855141,0.111144338,0.40625,0.5
2.5198E-4,53.017423709,0.548792517,0.110147528,0.40625,0.5
2.53139E-4,53.270238273,0.549928421,0.109150718,0.40625,0.5
2.53909E-4,53.523771293,0.550680233,0.108153907,0.40625,0.5
2.56076E-4,53.753457268,0.552781989,0.107256778,0.40625,0.5
2.57042E-4,54.010058184,0.553712512,0.106259968,0.40625,0.5
2.59107E-4,54.268232379,0.55568942,0.105263158,0.4375,0.5
2.60847E-4,54.502262227,0.557340986,0.104366029,0.4375,0.5
2.62419E-4,54.763946186,0.55882312,0.103369219,0.4375,0.5
2.65568E-4,55.001961699,0.561761832,0.102472089,0.4375,0.5
2.6795E-4,55.268583299,0.563958137,0.101475279,0.4375,0.5
2.69238E-4,55.510337125,0.565137378,0.10057815,0.4375,0.5
2.71531E-4,55.753791958,0.567220124,0.099681021,0.4375,0.5
2.72993E-4,56.026256614,0.568537725,0.098684211,0.4375,0.5
2.74717E-4,56.272853053,0.570081548,0.097787081,0.4375,0.5
2.7654E-4,56.521122694,0.571702317,0.096889952,0.4375,0.5
2.78727E-4,56.771082168,0.573629748,0.095992823,0.4375,0.5
2.80382E-4,57.022877249,0.575076783,0.095095694,0.4375,0.5
2.8179E-4,57.275701017,0.576300965,0.094198565,0.46875,0.5
2.83922E-4,57.501801544,0.578140269,0.093401116,0.46875,0.5
2.85545E-4,57.758233418,0.57952953,0.092503987,0.5,0.5
2.86487E-4,58.015789267,0.580331774,0.091606858,0.5,0.5
2.88748E-4,58.274642877,0.582245343,0.090709729,0.5,0.5
2.90921E-4,58.506450274,0.584068138,0.089912281,0.5,0.5
2.92743E-4,58.769278651,0.585583884,0.089015152,0.5,0.5
2.93901E-4,59.003920206,0.586541285,0.088217703,0.5,0.5
2.96003E-4,59.26926257,0.588268677,0.087320574,0.5,0.6
2.97452E-4,59.506719078,0.589450745,0.086523126,0.5,0.6
3.0019E-4,59.776012335,0.591666191,0.085625997,0.5,0.6
3.01849E-4,60.017021733,0.592997074,0.084828549,0.5,0.6
3.04509E-4,60.259636703,0.595113327,0.0840311,0.5,0.6
3.05931E-4,60.503796753,0.596234793,0.083233652,0.5,0.6
3.07709E-4,60.779754743,0.597629454,0.082336523,0.5,0.6
3.10582E-4,61.027223075,0.599862238,0.081539075,0.5,0.6
3.1281E-4,61.276817594,0.601577055,0.080741627,0.5,0.6
3.16001E-4,61.528492073,0.604006522,0.079944179,0.5,0.6
3.17483E-4,61.750321809,0.605125618,0.079246411,0.5,0.6
3.19425E-4,62.005456379,0.606581219,0.078448963,0.5,0.6
3.20559E-4,62.261425705,0.607427198,0.077651515,0.5,0.6
3.22474E-4,62.518599012,0.608846423,0.076854067,0.5,0.6
3.26024E-4,62.778856095,0.611450263,0.076056619,0.5,0.6
3.30399E-4,63.008742904,0.614613011,0.075358852,0.5,0.6
3.3253E-4,63.274105909,0.616134456,0.074561404,0.5,0.6
3.34415E-4,63.507931308,0.617470227,0.073863636,0.5,0.6
3.38481E-4,63.777161218,0.62032093,0.073066188,0.5,0.6
3.41393E-4,64.014985093,0.622336402,0.072368421,0.5,0.6
3.4329E-4,64.254769194,0.623638196,0.071670654,0.5,0.6
3.44692E-4,64.530085809,0.624593993,0.070873206,0.5,0.6
3.45754E-4,64.771816015,0.625314918,0.070175439,0.5,0.6
3.47767E-4,65.014692481,0.626674008,0.069477671,0.5,0.6
3.49093E-4,65.258708237,0.627564473,0.068779904,0.5,0.6
3.50327E-4,65.503544624,0.628388743,0.068082137,0.5,0.6
3.51559E-4,65.784270802,0.629207763,0.067284689,0.5,0.6
3.53105E-4,66.03097819,0.630231158,0.066586922,0.5,0.6
3.54764E-4,66.278681028,0.631322645,0.065889155,0.5,0.6
3.5655E-4,66.527962142,0.632491058,0.065191388,0.5,0.6
3.57528E-4,66.777951749,0.63312739,0.06449362,0.5,0.6
3.59187E-4,67.028923692,0.634201694,0.063795853,0.5,0.6
3.61722E-4,67.281108551,0.635831763,0.063098086,0.5,0.6
3.62397E-4,67.534569738,0.636263426,0.062400319,0.5,0.6
3.64157E-4,67.752568607,0.637384217,0.061802233,0.5,0.6
3.65088E-4,68.007672579,0.63797399,0.061104466,0.5,0.6
3.66948E-4,68.263930573,0.639146609,0.060406699,0.5,0.6
3.68745E-4,68.521350289,0.640272702,0.059708931,0.5,0.6
3.71652E-4,68.780466184,0.642079268,0.059011164,0.5,0.6
3.73613E-4,69.004200618,0.64328778,0.058413078,0.53125,0.6
3.75248E-4,69.266383893,0.644289541,0.057715311,0.5625,0.6
3.76212E-4,69.529535703,0.64487687,0.057017544,0.5625,0.6
3.77335E-4,69.755670972,0.645559438,0.056419458,0.5625,0.6
3.79045E-4,70.020600213,0.646593163,0.055721691,0.5625,0.6
3.81067E-4,70.286713062,0.647808047,0.055023923,0.5625,0.6
3.83391E-4,70.51609451,0.64919416,0.054425837,0.5625,0.6
3.86291E-4,70.785644174,0.650908262,0.05372807,0.5625,0.6
3.88795E-4,71.018497678,0.652374829,0.053129984,0.59375,0.6
3.90928E-4,71.25229683,0.653614644,0.052531898,0.59375,0.6
3.9281E-4,71.526481979,0.654701224,0.051834131,0.59375,0.6
3.94655E-4,71.76270065,0.655759676,0.051236045,0.59375,0.6
3.95478E-4,72.039306595,0.656230092,0.050538278,0.59375,0.6
3.97824E-4,72.277313875,0.65756321,0.049940191,0.59375,0.6
3.98821E-4,72.516288075,0.658126309,0.049342105,0.59375,0.6
4.00089E-4,72.756017267,0.658839914,0.048744019,0.59375,0.6
4.03626E-4,73.037285117,0.660815626,0.048046252,0.59375,0.6
4.07161E-4,73.280996926,0.662767376,0.047448166,0.59375,0.6
4.0929E-4,73.525784642,0.663932236,0.04685008,0.59375,0.6
4.10947E-4,73.771883006,0.66483319,0.046251994,0.59375,0.6
4.13475E-4,74.019433392,0.666198161,0.045653907,0.59375,0.6
4.16724E-4,74.268404461,0.667936361,0.045055821,0.59375,0.6
4.18388E-4,74.519068,0.668819885,0.044457735,0.59375,0.6
4.20322E-4,74.770936862,0.669840632,0.043859649,0.59375,0.6
4.22018E-4,75.023761835,0.670730253,0.043261563,0.59375,0.6
4.25786E-4,75.278399749,0.672690481,0.042663477,0.59375,0.6
4.29582E-4,75.53531925,0.674641755,0.042065391,0.59375,0.6
4.30342E-4,75.750324947,0.675029533,0.041566986,0.59375,0.6
4.3258E-4,76.009072068,0.676166369,0.0409689,0.59375,0.6
4.36236E-4,76.269770115,0.678006634,0.040370813,0.59375,0.6
4.39636E-4,76.532812724,0.679699139,0.039772727,0.59375,0.6
4.40495E-4,76.752913858,0.680123877,0.039274322,0.59375,0.6
4.41756E-4,77.017533826,0.680745676,0.038676236,0.59375,0.6
4.44993E-4,77.283518508,0.682330211,0.03807815,0.59375,0.7
4.46784E-4,77.506321517,0.683200064,0.037579745,0.59375,0.7
4.51544E-4,77.775743298,0.685489479,0.036981659,0.59375,0.8
4.57433E-4,78.002800505,0.68827629,0.036483254,0.59375,0.8
4.59111E-4,78.277876072,0.689061398,0.035885167,0.59375,0.8
4.61905E-4,78.508329067,0.690359678,0.035386762,0.59375,0.8
4.63579E-4,78.786124684,0.69113253,0.034788676,0.59375,0.8
4.6674E-4,79.018620064,0.692581147,0.034290271,0.59375,0.8
4.69309E-4,79.252777267,0.693748649,0.033791866,0.59375,0.8
4.72529E-4,79.536005409,0.695199791,0.03319378,0.59375,0.8
4.7529E-4,79.772941837,0.696432623,0.032695375,0.59375,0.8
4.77509E-4,80.011090955,0.697416478,0.03219697,0.59375,0.8
4.79097E-4,80.250355689,0.698116738,0.031698565,0.59375,0.8
4.87083E-4,80.540055053,0.701589399,0.031100478,0.59375,0.8
4.93375E-4,80.785699808,0.704269628,0.030602073,0.59375,0.8
4.94838E-4,81.03297684,0.704885718,0.030103668,0.59375,0.8
4.97026E-4,81.281059519,0.705802834,0.029605263,0.59375,0.8
5.01536E-4,81.531162776,0.707675056,0.029106858,0.625,0.8
5.03204E-4,81.782413681,0.708361154,0.028608453,0.625,0.8
5.06057E-4,82.035113293,0.709528058,0.028110048,0.625,0.8
5.10646E-4,82.28914842,0.711384763,0.027611643,0.65625,0.8
5.12862E-4,82.545248785,0.712273168,0.027113238,0.65625,0.8
5.16942E-4,82.75178473,0.713894497,0.026714514,0.65625,0.8
5.2317E-4,83.012496131,0.716333912,0.026216108,0.65625,0.8
5.26134E-4,83.27511664,0.717480543,0.025717703,0.65625,0.8
5.29229E-4,83.539290674,0.718668134,0.025219298,0.65625,0.8
5.32126E-4,83.751712471,0.719770501,0.024820574,0.65625,0.8
5.33988E-4,84.01832946,0.72047437,0.024322169,0.65625,0.8
5.37678E-4,84.286185304,0.721859272,0.023823764,0.6875,0.8
5.39614E-4,84.501742168,0.72258044,0.02342504,0.6875,0.8
5.41934E-4,84.772424129,0.723439531,0.022926635,0.6875,0.8
5.43929E-4,85.044143163,0.724173906,0.02242823,0.6875,0.8
5.48133E-4,85.262860949,0.725709428,0.022029506,0.6875,0.8
5.52845E-4,85.538630709,0.727409675,0.0215311,0.6875,0.8
5.55566E-4,85.760711431,0.728382288,0.021132376,0.6875,0.8
5.60799E-4,86.039998323,0.730233262,0.020633971,0.6875,0.8
5.64516E-4,86.265158529,0.731532439,0.020235247,0.6875,0.8
5.69693E-4,86.548900818,0.733321574,0.019736842,0.6875,0.8
5.71744E-4,86.777229156,0.734023848,0.019338118,0.6875,0.8
5.77539E-4,87.00775453,0.735987804,0.018939394,0.6875,0.8
5.81517E-4,87.297606532,0.737319579,0.018440989,0.6875,0.8
5.86905E-4,87.532082532,0.739101988,0.018042265,0.6875,0.8
5.90217E-4,87.767762725,0.740185533,0.017643541,0.6875,0.8
5.97766E-4,88.005733644,0.74262208,0.017244817,0.6875,0.8
6.08426E-4,88.308007653,0.745986151,0.016746411,0.6875,0.8
6.15632E-4,88.553242724,0.748210702,0.016347687,0.6875,0.8
6.1728E-4,88.800061116,0.748713973,0.015948963,0.6875,0.8
6.23858E-4,89.048400268,0.750703082,0.015550239,0.6875,0.8
6.27793E-4,89.298929997,0.751878026,0.015151515,0.71875,0.8
6.3282E-4,89.551329671,0.753362757,0.014752791,0.71875,0.8
6.36316E-4,89.804939947,0.754385126,0.014354067,0.71875,0.8
6.38415E-4,90.059832998,0.754994793,0.013955343,0.71875,0.8
6.43236E-4,90.252024371,0.756383743,0.0136563,0.71875,0.8
6.50757E-4,90.511725452,0.758519417,0.013257576,0.71875,0.8
6.52247E-4,90.772427425,0.758937989,0.012858852,0.71875,0.8
6.5395E-4,91.033817896,0.759414894,0.012460128,0.71875,0.8
6.5809E-4,91.29648222,0.760565983,0.012061404,0.71875,0.8
6.62167E-4,91.560368673,0.761688807,0.011662679,0.71875,0.8
6.64509E-4,91.759409832,0.762329168,0.011363636,0.71875,0.8
6.66874E-4,92.025845876,0.762972195,0.010964912,0.71875,0.8
6.70979E-4,92.293743896,0.764080205,0.010566188,0.71875,0.8
6.73538E-4,92.562888946,0.764765702,0.010167464,0.71875,0.8
6.82688E-4,92.766593936,0.767184594,0.009868421,0.71875,0.8
6.87602E-4,93.040805312,0.768463039,0.009469697,0.71875,0.8
6.91659E-4,93.317075252,0.769508027,0.009070973,0.71875,0.8
6.94594E-4,93.525082419,0.770258391,0.00877193,0.71875,0.8
6.95757E-4,93.803214856,0.770554209,0.008373206,0.71875,0.8
6.98856E-4,94.012645944,0.771339087,0.008074163,0.75,0.8
7.0394E-4,94.294012612,0.772614966,0.007675439,0.8125,0.9
7.05501E-4,94.505439554,0.773003986,0.007376396,0.8125,0.9
7.08345E-4,94.776818287,0.773709143,0.006977671,0.8125,0.9
7.09564E-4,95.001120138,0.774010041,0.006678628,0.84375,1
7.16848E-4,95.286444571,0.775791284,0.006279904,0.84375,1
7.17686E-4,95.501672753,0.775994465,0.005980861,0.84375,1
7.26433E-4,95.791164255,0.778093297,0.005582137,0.84375,1
7.31946E-4,96.010407009,0.779396006,0.005283094,0.84375,1
