Predictor variable,Categorical,Sample average
chl,false,0.2819826134946197
distance,false,113.03125
no3,false,0.9616814257460646
o2,false,212.06278800964355
phyc,false,1.750197809189558
po4,false,0.0186074749672116
si,false,4.852096647024155
so,false,33.19892156124115
thetao,false,25.43765079975128
