Longitude,Latitude
122.5967758,37.34162861
122.7125861,37.38962694
122.6603755,36.84493488
122.542777,36.75475641
114.56,22.59
122.007495,35.98824
122.504983,35.974092
123.825137,36.999143
121.7074492,29.03246431
123.28,30.0001
124.499,28.421
